Player,Position,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Pick,Value,Normalized Value
Christian Hackenberg,Quarterback,76.0,223.0,4.78,31.0,,114.0,7.04,4.33,51.0,690000.0,-0.45563916703114826
Joe Haeg,Tackle,78.0,304.0,5.16,27.5,,111.0,7.47,4.47,155.0,4600000.0,-0.2354394885844812
Javon Hargrave,Defensive Tackle,73.0,309.0,4.93,34.5,29.0,109.0,7.9,4.7,89.0,39000000.0,2.3570150693271374
Jerald Hawkins,Tackle,78.0,305.0,5.23,23.5,23.0,100.0,8.19,4.89,123.0,965000.0,-0.4721569811409181
Temarrick Hemingway,Tight End,77.0,244.0,4.71,30.5,18.0,115.0,6.88,4.31,177.0,1670000.0,-0.39914271497527926
Derrick Henry,Running Back,75.0,247.0,4.54,37.0,22.0,130.0,7.2,4.38,45.0,10278000.0,0.5401050788051196
Hunter Henry,Tight End,77.0,250.0,4.79,,13.0,,,,35.0,10607000.0,0.7104012299379805
Willie Henry,Defensive Tackle,75.0,303.0,5.0,30.5,28.0,110.0,7.57,4.53,132.0,990000.0,-0.43316613415790745
Tyler Higbee,Tight End,78.0,249.0,4.77,,,,,,110.0,17000000.0,1.261377405311612
Rashard Higgins,Wide Receiver,73.0,196.0,4.64,32.0,13.0,116.0,,,172.0,2377500.0,-0.3302593204702617
Kevin Hogan,Quarterback,75.0,218.0,4.78,32.5,,113.0,6.9,4.31,162.0,1290000.0,-0.42978948487106106
Austin Hooper,Tight End,76.0,254.0,4.72,33.0,19.0,117.0,7.0,4.32,81.0,6000000.0,0.09160115473879794
Jordan Howard,Running Back,72.0,230.0,4.57,34.0,16.0,122.0,,,150.0,2588022.0,-0.28185763063638475
Xavien Howard,Cornerback,72.0,201.0,4.58,33.0,11.0,122.0,7.18,4.15,38.0,75250000.0,5.963148828125418
Germain Ifedi,Tackle,78.0,324.0,5.27,32.5,24.0,109.0,,4.75,31.0,4250000.0,-0.25930814647196826
Myles Jack,Inside Linebacker,73.0,245.0,4.56,,19.0,,,,36.0,16000000.0,0.6779915938237812
Andy Janovich,Fullback,73.0,238.0,4.81,34.0,30.0,119.0,7.28,4.32,176.0,2504309.0,0.06026346441832387
Quinton Jefferson,Defensive Tackle,76.0,291.0,4.95,29.0,24.0,,7.95,4.37,147.0,9500000.0,0.18427500794661708
Jordan Jenkins,Outside Linebacker,75.0,259.0,4.8,36.5,16.0,121.0,,,83.0,3750000.0,-0.2593577168631977
Austin Johnson,Defensive Tackle,76.0,314.0,5.32,26.0,25.0,96.0,7.84,4.75,43.0,5662229.0,-0.07300769975683283
Cardale Jones,Quarterback,77.0,253.0,4.81,36.0,,,,,139.0,645000.0,-0.4554747829323573
Cyrus Jones,Cornerback,70.0,197.0,4.49,33.0,10.0,116.0,6.71,4.21,60.0,1810000.0,-0.3506735999897627
Deion Jones,Inside Linebacker,73.0,222.0,4.59,33.0,,120.0,,,52.0,4545639.0,-0.14598618044647343
Karl Joseph,Safety,70.0,205.0,4.57,,,,,,14.0,2500000.0,-0.30166480427239256
Matt Judon,Outside Linebacker,75.0,275.0,4.73,35.0,30.0,109.0,7.67,4.52,146.0,16808000.0,0.6553811812372587
Drew Kaser,Punter,74.0,212.0,4.95,,,,,,179.0,825000.0,-0.7439957549947485
Bronson Kaufusi,Defensive End,78.0,285.0,4.87,30.0,25.0,111.0,7.03,4.25,70.0,920000.0,-0.4571074961293929
Jayron Kearse,Safety,76.0,216.0,4.62,31.5,16.0,124.0,7.06,,244.0,2404224.0,-0.3152950828550051
Ryan Kelly,Center,76.0,311.0,5.03,30.0,26.0,103.0,7.58,4.59,18.0,10450983.0,0.4801210259861244
Cody Kessler,Quarterback,73.0,220.0,4.89,29.5,,104.0,7.32,4.0,93.0,1540000.0,-0.4198339429868377
Miles Killebrew,Safety,74.0,217.0,4.65,38.0,22.0,127.0,6.93,4.18,111.0,2918564.0,-0.2563861305603119
Derrick Kindred,Safety,70.0,207.0,4.5,37.5,,123.0,7.05,4.29,129.0,825000.0,-0.4725245013292761
Nick Kwiatkoski,Inside Linebacker,74.0,243.0,4.73,32.0,19.0,120.0,7.16,4.22,113.0,2915120.0,-0.2942842767724972
Daniel Lasco,Running Back,72.0,209.0,4.46,41.5,23.0,135.0,7.22,4.26,237.0,1170000.0,-0.4208442211304336
Kenny Lawler,Wide Receiver,74.0,203.0,4.64,31.0,,111.0,7.13,4.2,243.0,465000.0,-0.4899939736147566
Shaq Lawson,Defensive End,75.0,269.0,4.7,33.0,,120.0,7.16,4.21,19.0,10278977.0,0.21445223842799224
Darron Lee,Inside Linebacker,73.0,232.0,4.47,35.5,17.0,133.0,7.12,4.2,20.0,990000.0,-0.4668186785032528
Alex Lewis,Linebacker,78.0,312.0,5.22,29.5,27.0,100.0,7.94,4.72,130.0,1045750.0,-0.3769299208071818
Kolby Listenbee,Wide Receiver,72.0,197.0,4.39,35.5,15.0,129.0,,,192.0,1050000.0,-0.444105254852394
Ricardo Louis,Wide Receiver,74.0,215.0,4.43,38.0,18.0,132.0,,,114.0,750000.0,-0.4556484890739476
Dean Lowry,Defensive End,78.0,296.0,4.87,32.5,30.0,114.0,7.26,4.38,137.0,8500000.0,0.056390264361541334
Jordan Lucas,Safety,72.0,201.0,4.54,,,,,,204.0,2025000.0,-0.3527035200483294
Paxton Lynch,Quarterback,79.0,244.0,4.86,36.0,,118.0,7.14,4.26,26.0,1380000.0,-0.42620548979274064
Nick Martin,Center,76.0,299.0,5.22,28.0,28.0,97.0,7.57,4.72,50.0,4774973.0,-0.09711430883011742
Blake Martinez,Inside Linebacker,74.0,237.0,4.71,28.5,22.0,113.0,6.98,4.2,131.0,2723393.0,-0.3117221288394155
Tyler Matakevich,Inside Linebacker,72.0,238.0,4.81,31.0,22.0,112.0,7.19,4.5,246.0,2500000.0,-0.33103984041476064
Alex McCalister,Defensive End,78.0,239.0,4.8,34.5,,128.0,7.01,4.0,240.0,1050000.0,-0.4608885067324489
Connor McGovern,Center,76.0,306.0,5.11,33.0,33.0,109.0,7.5,4.65,144.0,2603900.0,-0.317906740496993
Connor McGovern,Center,77.0,308.0,,,28.0,112.0,7.66,4.57,90.0,2603900.0,-0.317906740496993
Braxton Miller,Wide Receiver,73.0,201.0,4.5,35.0,17.0,123.0,6.65,4.07,85.0,645000.0,-0.4640542490724926
Harlan Miller,Cornerback,72.0,182.0,4.65,35.5,6.0,118.0,7.44,4.43,205.0,1050000.0,-0.4157734421216973
Jalen Mills,Cornerback,72.0,191.0,4.61,37.0,16.0,123.0,6.86,4.0,233.0,4000000.0,-0.15957527291854628
Chris Moore,Wide Receiver,73.0,206.0,4.53,37.0,10.0,130.0,6.76,4.2,107.0,1672500.0,-0.3855568835910098
David Morgan,Tight End,76.0,262.0,,,,,,,188.0,735000.0,-0.5152245756101564
Kyle Murphy,Tackle,78.0,305.0,5.19,,23.0,,,,200.0,750000.0,-0.4993325607173022
Kyle Murphy,Tackle,75.0,316.0,5.3,28.0,19.0,104.0,7.81,4.68,,750000.0,-0.4993325607173022
Eric Murray,Safety,71.0,199.0,4.49,39.5,15.0,124.0,7.08,4.05,106.0,8000000.0,0.23971208064251256
Carl Nassib,Defensive End,79.0,277.0,4.84,28.5,21.0,114.0,7.27,4.37,65.0,3598862.0,-0.27942589642667914
Keanu Neal,Safety,72.0,211.0,4.62,38.0,17.0,132.0,7.09,4.38,17.0,4250000.0,-0.14604211783359258
Yannick Ngakoue,Defensive End,74.0,252.0,4.75,34.5,26.0,118.0,7.35,4.5,69.0,12000000.0,0.3129047291310921
Dadi Nicolas,Outside Linebacker,75.0,235.0,4.74,41.0,14.0,116.0,7.04,4.38,203.0,645000.0,-0.48269116676540214
Robert Nkemdiche,Defensive End,75.0,294.0,4.87,35.0,28.0,116.0,,,29.0,1035000.0,-0.4517896555486487
Rees Odhiambo,Tackle,76.0,314.0,5.17,,23.0,,,,97.0,1350000.0,-0.46239666235776755
Emmanuel Ogbah,Defensive End,76.0,273.0,4.63,35.5,20.0,121.0,7.26,4.5,32.0,15000000.0,0.5221124073906049
Charone Peake,Wide Receiver,74.0,209.0,4.45,35.5,12.0,122.0,6.96,4.46,241.0,825000.0,-0.44994998456313967
Paul Perkins,Running Back,70.0,208.0,4.54,32.0,19.0,124.0,,,149.0,920000.0,-0.4244057425641374
Joshua Perry,Inside Linebacker,76.0,254.0,4.68,33.5,20.0,124.0,,,102.0,1350000.0,-0.42710332245490296
Dak Prescott,Quarterback,74.0,226.0,4.79,32.5,,116.0,7.11,4.32,135.0,31409000.0,0.748679308432833
C.J. Prosise,Running Back,72.0,220.0,4.48,35.5,,121.0,,,90.0,990000.0,-0.4175413508287465
Reggie Ragland,Inside Linebacker,73.0,247.0,4.72,31.5,,116.0,,4.28,41.0,1127500.0,-0.4558741248038865
Jalen Ramsey,Cornerback,73.0,209.0,4.41,41.5,14.0,135.0,6.94,4.18,5.0,55000000.0,3.9473998651121454
Sheldon Rankins,Defensive Tackle,73.0,299.0,5.03,34.5,28.0,118.0,7.44,4.59,12.0,11000000.0,0.27855324955632565
D.J. Reader,Defensive Tackle,75.0,327.0,5.33,29.5,30.0,99.0,7.9,4.71,166.0,2555380.0,-0.3228840620091023
Will Redmond,Safety,71.0,182.0,4.45,,,,,,68.0,1050000.0,-0.45867520509622023
Jarran Reed,Defensive End,75.0,307.0,5.21,31.0,,104.0,7.77,4.75,49.0,9000000.0,0.09006007032789813
Hassan Ridgeway,Defensive Tackle,75.0,303.0,5.02,32.0,24.0,113.0,8.28,4.82,116.0,2900222.0,-0.2951492527178245
A'Shawn Robinson,Defensive End,76.0,307.0,5.2,26.0,22.0,106.0,7.8,4.74,46.0,5233635.0,-0.1585629112608885
Demarcus Robinson,Wide Receiver,73.0,203.0,4.59,34.5,,123.0,6.77,4.19,126.0,2857172.0,-0.3029851010504926
Rashard Robinson,Cornerback,73.0,171.0,4.49,35.5,,121.0,,,133.0,1815000.0,-0.3496033342173285
Keivarae Russell,Cornerback,71.0,192.0,4.49,,17.0,,,,74.0,1350000.0,-0.39007613601698626
Zack Sanchez,Cornerback,71.0,185.0,4.5,35.5,19.0,116.0,,,141.0,1620000.0,-0.3602550712281883
Beau Sandland,Tight End,76.0,253.0,4.74,35.0,23.0,124.0,7.1,4.33,252.0,480000.0,-0.5337452984507591
Joe Schobert,Inside Linebacker,73.0,244.0,4.76,33.5,22.0,111.0,7.11,4.3,99.0,2973956.0,-0.2889330562130079
Isaac Seumalo,Guard,76.0,303.0,5.19,26.0,,105.0,7.4,4.52,79.0,15918000.0,0.9583277265104589
Kevon Seymour,Cornerback,71.0,186.0,4.39,35.0,12.0,124.0,,4.18,218.0,1745000.0,-0.3556911897280446
Tajae Sharpe,Wide Receiver,74.0,194.0,4.55,33.5,11.0,114.0,,,140.0,1035000.0,-0.42773181244059105
Brandon Shell,Tackle,77.0,324.0,5.22,30.5,22.0,112.0,,,158.0,2575966.0,-0.36409795631498615
Sterling Shepard,Wide Receiver,70.0,194.0,4.48,41.0,20.0,123.0,7.0,4.35,40.0,5944571.0,-0.056274076895191864
Justin Simmons,Safety,74.0,202.0,4.61,40.0,16.0,126.0,6.58,3.85,98.0,13729200.0,0.8254757424778651
Wendell Smallwood,Running Back,70.0,208.0,4.47,33.5,14.0,120.0,6.83,4.28,153.0,920000.0,-0.4244057425641374
Jaylon Smith,Inside Linebacker,74.0,223.0,4.67,,,,,,34.0,6494970.0,0.03130833523185
Ryan Smith,Cornerback,71.0,189.0,4.47,36.0,18.0,122.0,6.88,4.09,108.0,2932161.0,-0.24287109005646576
Noah Spence,Defensive End,74.0,251.0,4.8,35.0,25.0,121.0,7.21,4.35,39.0,1035000.0,-0.4517896555486487
Jason Spriggs,Tackle,78.0,301.0,4.94,31.5,31.0,115.0,7.7,4.44,48.0,1035000.0,-0.46770693803798785
Ronnie Stanley,Tackle,78.0,312.0,5.2,28.5,,,8.03,4.9,6.0,20484331.0,1.0810660964360221
Nate Sudfeld,Quarterback,78.0,234.0,5.02,29.0,,105.0,,,187.0,2477335.0,-0.38087508547266097
Charles Tapper,Defensive End,75.0,271.0,4.59,34.0,23.0,119.0,,,101.0,1380000.0,-0.4292276343159489
Kelvin Taylor,Running Back,70.0,207.0,4.6,32.0,15.0,113.0,,,211.0,1050000.0,-0.42927991286442063
Michael Thomas,Wide Receiver,75.0,212.0,4.57,35.0,18.0,126.0,6.8,4.13,47.0,10000000.0,0.19145910421878828
Darian Thompson,Safety,74.0,208.0,4.69,32.5,12.0,118.0,7.26,4.33,71.0,2500000.0,-0.30166480427239256
Joe Thuney,Guard,77.0,304.0,4.95,28.5,28.0,110.0,7.47,4.54,78.0,14781000.0,0.8216495562796098
Cole Toner,Guard,77.0,306.0,5.32,26.0,22.0,103.0,7.88,4.59,170.0,1057500.0,-0.4471957619711794
Laquon Treadwell,Wide Receiver,74.0,221.0,4.52,33.0,12.0,117.0,,,23.0,1187500.0,-0.4161719700596122
Max Tuerk,Center,77.0,298.0,5.12,,22.0,,,,66.0,1170000.0,-0.46503121958435584
Laremy Tunsil,Tackle,77.0,310.0,5.23,,,,,,13.0,66000000.0,4.232447531401433
Halapoulivaati Vaitai,Guard,78.0,320.0,5.26,29.0,23.0,113.0,8.26,5.0,164.0,3000000.0,-0.27408927090811874
Vincent Valentine,Defensive Tackle,76.0,329.0,5.19,29.0,17.0,110.0,8.03,4.59,96.0,1200000.0,-0.41976917592515106
Nick Vannett,Tight End,78.0,257.0,4.76,30.5,17.0,111.0,7.05,4.2,94.0,5700000.0,0.10118872711943225
Nick Vigil,Outside Linebacker,74.0,239.0,4.72,31.5,,115.0,6.73,4.0,87.0,2400000.0,-0.35392790467416535
Dan Vitale,Fullback,73.0,239.0,4.6,38.5,30.0,123.0,7.12,4.12,197.0,1300000.0,-0.364083140307886
Jihad Ward,Defensive End,77.0,297.0,5.11,25.0,20.0,111.0,7.38,4.63,44.0,2500000.0,-0.3506398570606983
Adolphus Washington,Defensive Tackle,75.0,301.0,5.17,27.0,21.0,99.0,8.06,4.79,80.0,720000.0,-0.44225194422014974
Stephen Weatherly,Defensive End,76.0,267.0,4.61,31.0,23.0,117.0,,,227.0,2500000.0,-0.3506398570606983
Carson Wentz,Quarterback,77.0,237.0,4.77,30.5,,118.0,6.86,4.15,2.0,26676338.0,0.6472647038465731
D.J. White,Cornerback,71.0,193.0,4.49,33.0,17.0,132.0,7.18,4.33,178.0,1570000.0,-0.3709108285048349
Cody Whitehair,Guard,76.0,301.0,5.02,25.5,16.0,110.0,7.32,4.58,56.0,4224566.0,-0.10930610788348424
Jonathan Williams,Running Back,71.0,220.0,4.56,,16.0,,,,156.0,1350000.0,-0.39731905101875997
Daryl Worley,Cornerback,73.0,204.0,4.64,35.5,14.0,123.0,6.98,4.15,77.0,3095000.0,-0.2409463134604901
Tavon Young,Cornerback,69.0,183.0,4.46,34.5,9.0,118.0,6.8,3.93,104.0,2945130.0,-0.24171090250949853
Anthony Zettel,Defensive End,76.0,277.0,4.81,30.5,28.0,109.0,7.63,4.39,202.0,1000000.0,-0.45419009115378844
Jamal Adams,Safety,72.0,214.0,4.56,31.5,18.0,120.0,6.96,4.13,6.0,22258738.0,1.9224896079992815
Montravius Adams,Defensive End,76.0,304.0,4.87,29.0,22.0,108.0,7.62,4.89,93.0,3276776.0,-0.29683723741920603
Rodney Adams,Wide Receiver,73.0,189.0,4.44,29.5,8.0,125.0,6.98,4.28,170.0,1765000.0,-0.3723961735021349
Brian Allen,Cornerback,75.0,215.0,4.48,34.5,15.0,117.0,6.64,4.34,173.0,1200000.0,-0.4029247890693418
Brian Allen,Cornerback,73.0,298.0,5.34,26.5,27.0,99.0,7.81,4.71,111.0,1200000.0,-0.4029247890693418
Jonathan Allen,Defensive Tackle,75.0,286.0,5.0,30.0,21.0,108.0,7.49,4.5,17.0,11596377.0,0.370475814744533
Ryan Anderson,Outside Linebacker,74.0,253.0,4.78,,,,,,49.0,1127500.0,-0.4318489868639065
Alex Anzalone,Inside Linebacker,75.0,241.0,4.63,30.5,16.0,116.0,6.88,4.25,76.0,3465592.0,-0.23395050073175552
Isaac Asiata,Guard,75.0,323.0,5.34,25.5,35.0,102.0,7.83,4.93,164.0,645000.0,-0.473407265972478
Chidobe Awuzie,Cornerback,72.0,202.0,4.43,34.5,16.0,132.0,6.81,4.14,60.0,4283588.0,-0.13276488506450385
Budda Baker,Safety,70.0,195.0,4.45,32.5,15.0,115.0,6.76,4.08,36.0,6830005.0,0.18915606878074695
Zach Banner,Tackle,80.0,353.0,5.58,23.5,22.0,92.0,8.31,5.21,137.0,2938338.0,-0.3414919265258454
Derek Barnett,Defensive End,75.0,259.0,4.88,31.0,,117.0,6.96,4.44,14.0,12850772.0,0.40064843816900053
Tarell Basham,Outside Linebacker,76.0,269.0,4.7,31.5,15.0,119.0,7.27,4.35,80.0,3355856.0,-0.3192001841881537
C.J. Beathard,Quarterback,74.0,219.0,,31.0,,113.0,,,104.0,4500000.0,-0.26835259570044695
Vince Biegel,Outside Linebacker,75.0,246.0,4.67,33.5,21.0,118.0,6.92,4.3,108.0,2133000.0,-0.3726317862634457
Adam Bisnowaty,Tackle,78.0,304.0,5.23,29.5,23.0,96.0,8.02,4.94,200.0,1080000.0,-0.47325150123328863
Tyus Bowser,Outside Linebacker,75.0,247.0,4.65,37.5,21.0,127.0,6.75,,47.0,5575610.0,-0.1453739698300363
Caleb Brantley,Defensive Tackle,75.0,307.0,5.14,27.0,21.0,105.0,7.66,4.62,185.0,1200000.0,-0.41976917592515106
Jayon Brown,Inside Linebacker,72.0,231.0,4.7,31.5,17.0,120.0,,,155.0,2671553.0,-0.3080356213278429
Noah Brown,Wide Receiver,74.0,222.0,,,19.0,,7.07,4.33,239.0,2471938.0,-0.3256319554517547
Harrison Butker,Kicker,76.0,199.0,,,,,,,233.0,2483112.0,-0.26770274852068476
Jake Butt,Tight End,77.0,246.0,,,,,,,145.0,850000.0,-0.48578734594698364
Josh Carraway,Outside Linebacker,75.0,242.0,4.74,29.5,25.0,120.0,7.2,4.44,227.0,1665000.0,-0.45160904458651724
Taco Charlton,Defensive End,78.0,277.0,4.92,33.0,25.0,116.0,7.17,4.39,28.0,1127500.0,-0.4431251954289156
Jehu Chesson,Wide Receiver,75.0,204.0,4.47,35.5,10.0,132.0,6.7,4.09,139.0,1200000.0,-0.43205497965868794
Chuck Clark,Safety,72.0,208.0,4.54,34.0,16.0,122.0,6.85,4.07,186.0,2574807.0,-0.28889209041778413
Jeremy Clark,Cornerback,75.0,220.0,,,20.0,,,,197.0,645000.0,-0.45160438423708876
Tarik Cohen,Running Back,66.0,179.0,4.42,31.5,11.0,118.0,,,119.0,3035658.0,-0.22907496019447052
Stacy Coley,Wide Receiver,73.0,195.0,4.45,34.0,10.0,122.0,,,219.0,1380000.0,-0.407515225846063
James Conner,Running Back,73.0,233.0,4.65,29.0,20.0,113.0,,,105.0,3161523.0,-0.21613741321227709
Dalvin Cook,Running Back,70.0,210.0,4.49,30.5,22.0,116.0,7.27,4.53,41.0,7000000.0,0.2032475644358734
Zach Cunningham,Inside Linebacker,75.0,234.0,4.67,35.0,15.0,125.0,7.03,4.29,57.0,4471745.0,-0.14007480149895327
Amara Darboh,Wide Receiver,74.0,214.0,4.45,36.0,17.0,124.0,,,106.0,1230000.0,-0.4190538020147221
Corey Davis,Wide Receiver,75.0,209.0,,,,,,,5.0,25394688.0,1.551670408570428
Jarrad Davis,Inside Linebacker,73.0,238.0,,,,,,,21.0,5500000.0,-0.10783731716403855
Robert Davis,Wide Receiver,75.0,219.0,4.44,41.0,19.0,136.0,6.82,4.28,209.0,1665000.0,-0.39171768316851346
Dion Dawkins,Tackle,76.0,314.0,5.11,26.0,26.0,106.0,7.3,4.78,63.0,4183239.0,-0.2480590962673723
J.J. Dielman,Center,77.0,309.0,,,27.0,,,,176.0,1035000.0,-0.4781685021612656
Joshua Dobbs,Quarterback,75.0,216.0,4.64,33.0,,122.0,6.75,4.31,135.0,2000000.0,-0.3423062221407848
Rasul Douglas,Cornerback,74.0,209.0,4.59,33.5,16.0,120.0,6.97,4.26,99.0,3176038.0,-0.22927048713883913
Malachi Dupre,Wide Receiver,74.0,196.0,4.52,39.5,11.0,135.0,7.19,4.26,247.0,1665000.0,-0.39171768316851346
Corn Elder,Cornerback,70.0,183.0,4.55,,,,,,152.0,1230000.0,-0.4013043959087989
Pat Elflein,Center,75.0,303.0,5.32,23.5,22.0,99.0,7.94,4.71,70.0,3747840.0,-0.21417334908019925
Jake Elliott,Kicker,69.0,167.0,4.79,,,,,,153.0,2677201.0,-0.22650685794601533
Jermaine Eluemunor,Tackle,76.0,332.0,5.22,,34.0,,,,159.0,2667155.0,-0.36184486640458563
Evan Engram,Tight End,75.0,234.0,4.42,36.0,19.0,125.0,6.92,4.23,23.0,11345000.0,0.649817144178812
Justin Evans,Safety,72.0,199.0,,,14.0,,,,50.0,1590000.0,-0.39575767835345954
Gerald Everett,Tight End,75.0,239.0,4.62,37.5,22.0,126.0,6.99,4.33,44.0,6044469.0,0.1508106450692627
Dan Feeney,Guard,76.0,305.0,5.24,28.0,26.0,101.0,7.52,4.68,71.0,3500000.0,-0.22246684324060237
Isaiah Ford,Wide Receiver,73.0,194.0,4.61,35.5,14.0,127.0,6.94,4.34,237.0,1080000.0,-0.41848547943152
Johnathan Ford,Safety,71.0,205.0,,,20.0,,,,208.0,2540181.0,-0.2927821316239532
D'Onta Foreman,Running Back,72.0,233.0,,,18.0,,,,89.0,2000000.0,-0.3108593313672831
Leonard Fournette,Running Back,72.0,240.0,4.51,28.5,,,,,4.0,21000000.0,1.589482871823529
Wayne Gallman,Running Back,72.0,215.0,4.6,29.5,21.0,120.0,7.17,4.28,140.0,990000.0,-0.4175413508287465
Antonio Garcia,Tackle,78.0,302.0,5.15,31.0,24.0,108.0,7.98,4.94,85.0,1080000.0,-0.47325150123328863
Myles Garrett,Defensive End,76.0,272.0,4.64,41.0,33.0,128.0,,,1.0,30412255.0,1.6800392833903484
Nate Gerry,Outside Linebacker,74.0,218.0,4.58,30.5,17.0,122.0,,,184.0,1665000.0,-0.45160904458651724
Shelton Gibson,Wide Receiver,71.0,191.0,4.5,32.0,8.0,118.0,6.83,4.2,166.0,1320000.0,-0.41213065631352663
Ryan Glasgow,Defensive Tackle,75.0,302.0,5.13,27.5,20.0,105.0,7.55,4.5,138.0,920000.0,-0.4381431927852797
Chris Godwin,Wide Receiver,73.0,209.0,4.42,36.0,19.0,126.0,7.01,4.0,84.0,19179600.0,0.9476696043850409
Kenny Golladay,Wide Receiver,76.0,218.0,4.5,35.5,18.0,120.0,7.0,4.15,96.0,3196324.0,-0.2663069813424278
Zane Gonzalez,Kicker,72.0,202.0,,,,,,,224.0,3259000.0,-0.10731125641672082
Shaquill Griffin,Cornerback,72.0,194.0,4.38,38.5,17.0,132.0,6.87,4.14,90.0,3500000.0,-0.210035022039567
Nate Hairston,Cornerback,72.0,196.0,4.52,35.5,14.0,118.0,,,158.0,1815000.0,-0.3496033342173285
Daeshon Hall,Defensive End,77.0,266.0,4.76,36.0,18.0,123.0,7.03,4.38,77.0,1950000.0,-0.39705741015949586
Chad Hansen,Wide Receiver,74.0,202.0,4.53,35.0,11.0,119.0,6.74,4.13,141.0,1525000.0,-0.3967639424622655
Sean Harlow,Guard,76.0,303.0,5.15,30.5,26.0,105.0,8.16,4.81,136.0,1080000.0,-0.44168014241017167
Charles Harris,Defensive End,75.0,253.0,4.82,32.0,21.0,109.0,7.47,4.42,22.0,10843739.0,0.25443187740034917
Josh Harvey-Clemons,Inside Linebacker,76.0,217.0,,31.5,12.0,121.0,,,230.0,920000.0,-0.4723904512956575
Carlos Henderson,Wide Receiver,71.0,199.0,4.46,36.0,13.0,131.0,7.18,4.35,82.0,1380000.0,-0.407515225846063
Trey Hendrickson,Defensive End,76.0,266.0,4.65,33.5,,122.0,7.03,4.2,103.0,21000000.0,0.8981354135204613
Treyvon Hester,Defensive Tackle,74.0,300.0,,,,,,,244.0,1200000.0,-0.41976917592515106
Brian Hill,Running Back,73.0,219.0,4.54,34.0,15.0,125.0,7.03,4.32,156.0,2133000.0,-0.30336262710117623
Delano Hill,Safety,73.0,216.0,4.47,33.5,17.0,115.0,6.96,4.27,95.0,990000.0,-0.46029354666829253
Bucky Hodges,Tight End,78.0,257.0,4.57,39.0,18.0,134.0,,4.45,201.0,1075000.0,-0.4617169980619578
Colin Holba,Long Snapper,76.0,248.0,5.19,28.0,,115.0,,,213.0,1200000.0,-0.7031975410310223
Will Holden,Guard,79.0,311.0,5.47,28.0,23.0,111.0,7.71,4.72,157.0,1670000.0,-0.38667759009976227
Mack Hollins,Wide Receiver,76.0,221.0,4.53,,,,,,118.0,2500000.0,-0.32138667799839915
Elijah Hood,Running Back,72.0,232.0,,,18.0,,,,242.0,495000.0,-0.4900701925404476
Malik Hooker,Safety,73.0,206.0,,,,,,,15.0,12599908.0,0.8373730278750317
O.J. Howard,Tight End,78.0,251.0,4.51,30.0,22.0,121.0,6.85,4.16,19.0,3500000.0,-0.18640220585028847
Marlon Humphrey,Cornerback,72.0,197.0,4.41,,10.0,125.0,6.75,,16.0,11847480.0,0.5263096050129176
Kareem Hunt,Running Back,70.0,216.0,4.62,36.5,18.0,119.0,,,86.0,3285722.0,-0.20337111282979237
Danny Isidora,Guard,75.0,306.0,5.03,29.0,26.0,94.0,8.13,4.9,180.0,1035000.0,-0.44350306923092503
Eddie Jackson,Safety,72.0,201.0,,,10.0,,,,112.0,3065797.0,-0.23373205657567223
Rayshawn Jenkins,Safety,73.0,214.0,4.51,37.0,19.0,128.0,,,113.0,3062209.0,-0.234135148698578
Dorian Johnson,Guard,77.0,300.0,5.27,30.0,21.0,114.0,8.39,5.09,115.0,1050000.0,-0.44206488428249885
Jaleel Johnson,Defensive Tackle,75.0,316.0,5.38,28.0,19.0,100.0,7.64,4.62,109.0,1300000.0,-0.4111248745224017
John Johnson,Safety,73.0,205.0,4.61,37.0,14.0,119.0,6.72,4.18,91.0,3258752.0,-0.21205462051790183
Roderick Johnson,Tackle,79.0,298.0,,,,,,,160.0,1750000.0,-0.42681485815609554
Aaron Jones,Running Back,69.0,208.0,4.56,37.5,16.0,127.0,6.82,4.2,182.0,2601937.0,-0.2736567407900603
D.J. Jones,Defensive Tackle,73.0,319.0,5.04,28.5,25.0,108.0,7.73,4.65,198.0,3500000.0,-0.254703031947845
Josh Jones,Safety,73.0,220.0,4.41,37.5,20.0,132.0,,,61.0,1380000.0,-0.4238325540258075
Nazair Jones,Defensive Tackle,77.0,304.0,5.11,24.5,,101.0,7.93,4.63,102.0,850000.0,-0.44312025141265193
Sidney Jones,Cornerback,72.0,186.0,4.47,33.5,,123.0,7.02,4.28,43.0,3600000.0,-0.2030702635504695
Zay Jones,Wide Receiver,74.0,201.0,4.45,36.5,15.0,133.0,6.79,4.01,37.0,6779831.0,0.027171164281026613
Anthony Walker Jr.,Inside Linebacker,73.0,238.0,4.65,30.5,23.0,116.0,7.23,4.34,161.0,3000000.0,-0.306829202607062
Brad Kaaya,Quarterback,76.0,214.0,,,,,,,215.0,1020000.0,-0.45129461812496485
Alvin Kamara,Running Back,70.0,214.0,4.56,39.5,15.0,131.0,,,67.0,3857772.0,-0.14457062221553313
Damontae Kazee,Safety,70.0,184.0,4.54,34.0,11.0,124.0,,,149.0,2688922.0,-0.27607189599041776
Desmond King,Cornerback,70.0,201.0,,34.0,14.0,117.0,6.67,4.18,151.0,3000000.0,-0.25355091607044905
Kevin King,Cornerback,75.0,200.0,4.43,39.5,11.0,,6.56,3.89,33.0,5000000.0,-0.0899940389979082
George Kittle,Tight End,76.0,247.0,4.52,35.0,18.0,132.0,,,146.0,2698287.0,-0.25109709470060626
